ipa	etymological_group
tɕʰ u l o n	sino
tɕʰ u l i	sino
tɕʰ u m o	sino
tɕʰ u p ɑ ŋ	sino
tɕʰ u s ɑ n	sino
tɕʰ u s ɑ ŋ	sino
tɕʰ u s ʌ k	sino
tɕʰ u s ɛ	sino
tɕʰ u s u	sino
tɕʰ u ɑ k	sino
tɕʰ u ʌ k	sino
tɕʰ u wi	native
tɕʰ u tɕ ʌ k	sino
tɕʰ u tɕ ʌ ŋ	sino
tɕʰ u tɕ o ŋ	sino
tɕʰ u tɕ i n	sino
tɕʰ u tɕʰ ʌ n	sino
tɕʰ u tɕʰ ʌ m	sino
tɕʰ u tɕʰ u l	sino
tɕʰ u tɕʰ ɯ k	sino
tɕʰ u h ɑ	sino
tɕʰ u k	sino
tɕʰ u k k u	sino
tɕʰ u k p o k	sino
tɕʰ u k s ɑ n	sino
tɕʰ u k tɕ ʌ k	sino
tɕʰ u k tɕ ɛ	sino
tɕʰ u k tɕ o	sino
tɕʰ u k h ɑ	sino
tɕʰ u n k i	sino
tɕʰ u n tɕʰ ʌ n	sino
tɕʰ u n h ja ŋ	sino
tɕʰ u l k ɑ	sino
tɕʰ u l k ɑ n	sino
tɕʰ u l k u	sino
tɕʰ u l k u k	sino
tɕʰ u l k ɯ n	sino
tɕʰ u l t o ŋ	sino
tɕʰ u l t u	sino
tɕʰ u l m ɑ	sino
tɕʰ u l p ɑ l	sino
tɕʰ u l p ʌ m	sino
tɕʰ u l s ɑ n	sino
tɕʰ u l s ɛ ŋ	sino
tɕʰ u l s ʌ k	sino
tɕʰ u l s ɛ	sino
tɕʰ u l s i	sino
tɕʰ u l s i n	sino
tɕʰ u l jʌ n	sino
tɕʰ u l i p	sino
tɕʰ u l tɕ ɑ	sino
tɕʰ u l tɕ ɑ ŋ	sino
tɕʰ u l tɕ ʌ n	sino
tɕʰ u l tɕ ɛ	sino
tɕʰ u l tɕʰ ʌ	sino
tɕʰ u l tʰ o	sino
tɕʰ u l pʰ ɑ n	sino
tɕʰ u l pʰ u m	sino
tɕʰ u l h ɑ ŋ	sino
tɕʰ u l h jʌ n	sino
tɕʰ u l h jʌ l	sino
tɕʰ u m	native
tɕʰ u ŋ k jʌ k	sino
tɕʰ u ŋ k o	sino
tɕʰ u ŋ t ɑ ŋ	sino
tɕʰ u ŋ t o l	sino
tɕʰ u ŋ t o ŋ	sino
tɕʰ u ŋ m ɑ n	sino
tɕʰ u ŋ p u n	sino
tɕʰ u ŋ s ʌ ŋ	sino
tɕʰ u ŋ s i l	sino
tɕʰ u ŋ tɕ o k	sino
tɕʰ u ŋ h jʌ l	sino
tɕʰ wi k ɯ p	sino
tɕʰ wi k i	sino
tɕʰ wi t ɯ k	sino
tɕʰ wi l ɑ k	sino
tɕʰ wi m i	sino
tɕʰ wi s o	sino
tɕʰ wi ʌ p	sino
tɕʰ wi i m	sino
tɕʰ wi tɕ ɛ	sino
tɕʰ wi tɕ i	sino
tɕʰ wi tɕ i k	sino
tɕʰ wi h ɑ	sino
tɕʰ wi h ja ŋ	sino
tɕʰ ɯ k k ɯ n	sino
tɕʰ ɯ k l ja ŋ	sino
tɕʰ ɯ k m jʌ n	sino
tɕʰ ɯ k ɯ n	sino
tɕʰ ɯ k tɕ ʌ ŋ	sino
tɕʰ ɯ ŋ	sino
tɕʰ i k wa	sino
tɕʰ i l jo	sino
tɕʰ i l u	sino
tɕʰ i m ɑ	native
tɕʰ i m jʌ ŋ	sino
tɕʰ i ɑ	sino
tɕʰ i ɑ n	sino
tɕʰ i ja k	sino
tɕʰ i jʌ l	sino
tɕʰ i jo k	sino
tɕʰ i u	sino
tɕʰ i ju	sino
tɕʰ i tɕ ɑ ŋ	sino
tɕʰ i tɕ u ŋ	sino
tɕʰ i tɕ ɯ	loan
tɕʰ i h ɑ	sino
tɕʰ i n k u	sino
tɕʰ i n m o k	sino
tɕʰ i n m i l	sino
tɕʰ i n p u n	sino
tɕʰ i n s u k	sino
tɕʰ i n tɕ ʌ l	sino
tɕʰ i n tɕ ʌ ŋ	sino
tɕʰ i n tɕ o k	sino
tɕʰ i n tɕ i	sino
tɕʰ i n tɕʰ ʌ k	sino
tɕʰ i n h wa	sino
tɕʰ i l pʰ ɑ n	sino
tɕʰ i m k o ŋ	sino
tɕʰ i m t ɛ	sino
tɕʰ i m l ja k	sino
tɕʰ i m m o l	sino
tɕʰ i m m u k	sino
tɕʰ i m p ʌ m	sino
tɕʰ i m s i l	sino
tɕʰ i m i p	sino
tɕʰ i m tɕʰ ɑ k	sino
tɕʰ i m tɕʰ ɛ	sino
tɕʰ i m tʰ u	sino
tɕʰ i m pʰ ɛ n tɕ i	loan
tɕʰ i m h ɛ	sino
tɕʰ i p	loan
tɕʰ i ŋ s o ŋ	sino
tɕʰ i ŋ tɕʰ ɑ n	sino
tɕʰ i ŋ h o	sino
kʰ ɑ t ɯ	loan
kʰ ɑ m ɛ l ɑ	loan
kʰ ɑ u n tʰ ʌ	loan
kʰ ɑ tɕ i n o	loan
kʰ ɑ tʰ o l l i k	loan
kʰ ɑ pʰ ɛ	loan
kʰ ɑ pʰ i	loan
kʰ ɑ k tʰ ɛ i l	loan
kʰ ɑ l	native
kʰ ɑ l l ʌ m	loan
kʰ ɑ l s ju m	loan
kʰ ɛ l i k tʰ ʌ	loan
kʰ ɛ s ɯ tʰ i ŋ	loan
kʰ ɛ n	loan
kʰ ɛ m pʰ ʌ s ɯ	loan
kʰ ɛ m pʰ ɛ i n	loan
kʰ ɛ m pʰ ɯ	loan
kʰ ʌ m ju n i kʰ ɛ i s jʌ n	loan
kʰ ʌ p ʌ	loan
kʰ ʌ p ɯ	loan
kʰ ʌ tɕ i	loan
kʰ ʌ tʰ ɯ n	loan
kʰ ʌ pʰ ɯ l	loan
kʰ ʌ pʰ i	loan
kʰ ʌ n s ʌ l tʰ i ŋ	loan
kʰ ʌ n s o s i ʌ m	loan
kʰ ʌ l l ʌ	loan
kʰ ʌ m pʰ ju tʰ ʌ	loan
kʰ ʌ p	loan
kʰ ʌ s	loan
kʰ ɛ i p ɯ l	loan
kʰ ɛ i s ɯ	loan
kʰ ɛ i kʰ ɯ	loan
kʰ jʌ l l ɛ	native
kʰ o	native
kʰ o k* i l i	native
kʰ o n ʌ	loan
kʰ o t ɯ	loan
kʰ o m i t i	loan
kʰ o s ɯ	loan
kʰ o s ɯ t ɑ k	loan
kʰ o s ɯ m o s ɯ	loan
kʰ o tɕʰ i	loan
kʰ o tʰ ɯ	loan
kʰ o n s ʌ tʰ ɯ	loan
kʰ o n kʰ ɯ l i tʰ ɯ	loan
kʰ o l	loan
kʰ o l l ɑ	loan
kʰ o m pʰ ɯ l l ɛ k s ɯ	loan
kʰ o ŋ	native
kʰ wɛ k ɑ m	sino
kʰ wɛ l ɑ k	sino
kʰ u t ɛ tʰ ɑ	loan
kʰ wi tɕ ɯ	loan
kʰ ɯ l i s ɯ m ɑ s ɯ	loan
kʰ ɯ l i m	loan
kʰ ɯ l l ɛ s i k	loan
kʰ ɯ l l ʌ p	loan
kʰ i s ɯ	loan
tʰ ɑ	sino
tʰ ɑ k ɛ	sino
tʰ ɑ k jʌ k	sino
tʰ ɑ k jʌ l	sino
tʰ ɑ t ɑ ŋ	sino
tʰ ɑ t o	sino
tʰ ɑ l ɑ k	sino
tʰ ɑ l jʌ ŋ	native
tʰ ɑ s ɑ l	sino
tʰ ɑ s ʌ ŋ	sino
tʰ ɑ wʌ n	sino
tʰ ɑ i ʌ	loan
tʰ ɑ i tʰ ɯ l	loan
tʰ ɑ i n	sino
tʰ ɑ i m	loan
tʰ ɑ tɕ ɑ	sino
tʰ ɑ tɕ i n	sino
tʰ ɑ pʰ ɑ	sino
tʰ ɑ h jʌ p	sino
tʰ ɑ k	sino
tʰ ɑ k tɕ ɑ	sino
tʰ ɑ n k wa ŋ	sino
tʰ ɑ n l jʌ k	sino
tʰ ɑ n s ɛ ŋ	sino
tʰ ɑ n s ʌ ŋ	sino
tʰ ɑ n s o	sino
tʰ ɑ n s i k	sino
tʰ ɑ n ɑ p	sino
tʰ ɑ n tʰ ɑ n	sino
tʰ ɑ l l ɑ k	sino
tʰ ɑ l p ʌ p	sino
tʰ ɑ l s ɛ	sino
tʰ ɑ l tɕʰ u l	sino
tʰ ɑ l tɕʰ wi	sino
tʰ ɑ l tʰ wɛ	sino
tʰ ɑ l pʰ i	sino
tʰ ɑ m k u	sino
tʰ ɑ m s ɑ	sino
tʰ ɑ m s ɛ k	sino
tʰ ɑ m jo k	sino
tʰ ɑ m tɕ ʌ ŋ	sino
tʰ ɑ m h ʌ m	sino
tʰ ɑ p	sino
tʰ ɑ s	native
tʰ ɛ t o	sino
tʰ ɛ s ɑ n	sino
tʰ ɛ s ɛ ŋ	sino
tʰ ɛ s ɛ	sino
tʰ ɛ ɑ	sino
tʰ ɛ ja ŋ	sino
tʰ ɛ jʌ n	sino
tʰ ɛ tɕ o	sino
tʰ ɛ tɕ o ŋ	sino
tʰ ɛ pʰ u ŋ	sino
tʰ ɛ h wa n	sino
tʰ ɛ k s i	loan
tʰ ɛ k tɕ i	sino
tʰ ɛ l l ʌ n tʰ ɯ	loan
tʰ ɛ ŋ kʰ ɯ	loan
tʰ ʌ	native
tʰ ʌ n ʌ l	loan
tʰ ʌ t ɯ k	sino
tʰ ʌ m i n ʌ l	loan
tʰ ʌ tɕ ʌ n	native
tʰ ʌ kʰ i	loan
tʰ ʌ l	native
tʰ ɛ n i s ɯ	loan
tʰ ɛ t u l i	native
tʰ ɛ l ʌ	loan
tʰ ɛ m ɑ	loan
tʰ ɛ s ɯ tʰ ɯ	loan
tʰ ɛ i p ɯ l	loan
tʰ ɛ i pʰ ɯ	loan
tʰ ɛ k s ɯ tʰ ɯ	loan
tʰ ɛ n tʰ ɯ	loan
tʰ ɛ l l ɛ p i tɕ ʌ n	loan
tʰ o k i	sino
tʰ o k* i	native
tʰ o n i	sino
tʰ o t ɛ	sino
tʰ o l o	sino
tʰ o l o n	sino
tʰ o m ɑ tʰ o	loan
tʰ o m ɑ k	native
tʰ o m o k	sino
tʰ o s o k	sino
tʰ o ja ŋ	sino
tʰ o ɰi	sino
tʰ o tɕ i	sino
tʰ o tɕʰ ɑ k	sino
tʰ o h ɑ	sino
tʰ o ŋ	sino
tʰ o ŋ k jɛ	sino
tʰ o ŋ k o k	sino
tʰ o ŋ k wa	sino
tʰ o ŋ k wa n	sino
tʰ o ŋ n jʌ m	sino
tʰ o ŋ l o	sino
tʰ o ŋ p o	sino
tʰ o ŋ s ɑ	sino
tʰ o ŋ s ɑ ŋ	sino
tʰ o ŋ s o k	sino
tʰ o ŋ s i n	sino
tʰ o ŋ jʌ k	sino
tʰ o ŋ jo ŋ	sino
tʰ o ŋ i l	sino
tʰ o ŋ tɕ ɑ ŋ	sino
tʰ o ŋ tɕ ɛ	sino
tʰ o ŋ tɕ ɯ ŋ	sino
tʰ o ŋ tɕ i	sino
tʰ o ŋ tɕʰ ɑ l	sino
tʰ o ŋ tɕʰ i	sino
tʰ o ŋ h ɑ	sino
tʰ o ŋ h ɑ p	sino
tʰ o ŋ h ɛ ŋ	sino
tʰ o ŋ h wa	sino
tʰ wɛ k ɯ n	sino
tʰ wɛ s ɛ k	sino
tʰ wɛ wʌ n	sino
tʰ wɛ i m	sino
tʰ wɛ tɕ ɑ ŋ	sino
tʰ wɛ tɕ o	sino
tʰ wɛ tɕ i k	sino
tʰ wɛ tɕ i n	sino
tʰ wɛ tɕʰ u l	sino
tʰ wɛ tɕʰ i	sino
tʰ wɛ pʰ jɛ	sino
tʰ wɛ h ɑ k	sino
tʰ wɛ h ɛ ŋ	sino
tʰ u k i	sino
tʰ u m jʌ ŋ	sino
tʰ u s ɑ	sino
tʰ u s u	sino
tʰ u s i n	sino
tʰ u ja k	sino
tʰ u jʌ	sino
tʰ u jʌ ŋ	sino
tʰ u i p	sino
tʰ u tɕ ɑ	sino
tʰ u tɕ ɛ ŋ	sino
tʰ u tɕ ʌ ŋ	native
tʰ u pʰ jo	sino
tʰ u ŋ m jʌ ŋ	native
tʰ wi	native
tʰ ɯ l ʌ k	loan
tʰ ɯ l ʌ ŋ kʰ ɯ	loan
tʰ ɯ tɕ i p	native
tʰ ɯ k k ʌ m	sino
tʰ ɯ k k wʌ n	sino
tʰ ɯ k p jʌ l	sino
tʰ ɯ k s ɑ	sino
tʰ ɯ k s ɛ k	sino
tʰ ɯ k s ʌ ŋ	sino
tʰ ɯ k s u	sino
tʰ ɯ k wi	sino
tʰ ɯ k ju	sino
tʰ ɯ k i	sino
tʰ ɯ k tɕ ʌ ŋ	sino
tʰ ɯ k tɕ i l	sino
tʰ ɯ k tɕ i p	sino
tʰ ɯ k tɕ i ŋ	sino
tʰ ɯ k h ʌ	sino
tʰ ɯ k h jɛ	sino
tʰ ɯ l	native
tʰ i	native
tʰ i k* ɯ l	native
tʰ i s jʌ tɕʰ ɯ	loan
tʰ i kʰ ɛ s	loan
tʰ i m	loan
pʰ ɑ k jʌ k	sino
pʰ ɑ k jʌ n	sino
pʰ ɑ k wɛ	sino
pʰ ɑ k u k	sino
pʰ ɑ k ɯ p	sino
pʰ ɑ k i	sino
pʰ ɑ n ɛ	sino
pʰ ɑ t o	sino
pʰ ɑ t o ŋ	sino
pʰ ɑ m jʌ l	sino
pʰ ɑ m u n	sino
pʰ ɑ p jʌ ŋ	sino
pʰ ɑ s ɑ n	sino
pʰ ɑ s ɛ ŋ	sino
pʰ ɑ s o n	sino
pʰ ɑ s i tɕ ɯ m	loan
pʰ ɑ ɑ k	sino
pʰ ɑ ʌ p	sino
pʰ ɑ wʌ	loan
pʰ ɑ i pʰ ɯ	loan
pʰ ɑ i l	loan
pʰ ɑ tɕ ɑ ŋ	sino
pʰ ɑ tʰ ɑ n	sino
pʰ ɑ tʰ ɯ n ʌ	loan
pʰ ɑ tʰ i	loan
pʰ ɑ pʰ jʌ n	sino
pʰ ɑ h ɛ ŋ	sino
pʰ ɑ n k jʌ l	sino
pʰ ɑ n k u k	mix
pʰ ɑ n t ɑ n	sino
pʰ ɑ n t o	sino
pʰ ɑ n l jɛ	sino
pʰ ɑ n m ɛ	sino
pʰ ɑ n m jʌ ŋ	sino
pʰ ɑ n s ɑ	sino
pʰ ɑ n tɕ ʌ ŋ	sino
pʰ ɑ n tɕʰ o k	sino
pʰ ɑ n tʰ ɑ tɕ i	loan
pʰ ɑ n h wa	sino
pʰ ɑ l	native
pʰ ɑ l t* u k	native
pʰ ɑ l tɕ ɑ	sino
pʰ ɑ l tɕ* ɑ ŋ	native
pʰ ɑ p	loan
pʰ ɑ tʰ	native
pʰ ɛ	sino
pʰ ɛ k wʌ n	sino
pʰ ɛ l ʌ t ɑ i m	loan
pʰ ɛ l ʌ t i	loan
pʰ ɛ p ɛ	sino
pʰ ɛ s jʌ n	loan
pʰ ɛ s ɯ	loan
pʰ ɛ tɕ ʌ n	sino
pʰ ɛ tʰ ʌ n	loan
pʰ ɛ k s ɯ	loan
pʰ ɛ n	loan
pʰ ɛ n tʰ i	loan
pʰ ɛ ŋ p ɛ	sino
pʰ ɛ ŋ tɕʰ ɑ ŋ	sino
pʰ ʌ n t ɯ	loan
pʰ ʌ m pʰ ɯ	loan
pʰ ɛ n o l	loan
pʰ ɛ l ɯ s i ɑ	loan
pʰ ɛ m i n i tɕ ɯ m	loan
pʰ ɛ s ɯ tʰ i p ʌ l	loan
pʰ ɛ i tɕ i	loan
pʰ ɛ i n tʰ ɯ	loan
pʰ ɛ n	loan
pʰ jʌ n	sino
pʰ jʌ n k jʌ n	sino
pʰ jʌ n l i	sino
pʰ jʌ n p ʌ p	sino
pʰ jʌ n s ʌ ŋ	sino
pʰ jʌ n s ɯ ŋ	sino
pʰ jʌ n ɑ n	sino
pʰ jʌ n ɰi	sino
pʰ jʌ n i p	sino
pʰ jʌ n tɕ ɛ	sino
pʰ jʌ n tɕ u ŋ	sino
pʰ jʌ n tɕ i	sino
pʰ jʌ n tɕʰ ɑ	sino
pʰ jʌ n tɕʰ ɑ n	sino
pʰ jʌ n pʰ ɑ	sino
pʰ jʌ n h ja ŋ	sino
pʰ jʌ n h jʌ p	sino
pʰ jʌ ŋ	sino
pʰ jʌ ŋ k ɑ	sino
pʰ jʌ ŋ k ju n	sino
pʰ jʌ ŋ t ɯ ŋ	sino
pʰ jʌ ŋ l o n	sino
pʰ jʌ ŋ m jʌ n	sino
pʰ jʌ ŋ m i n	sino
pʰ jʌ ŋ s ɛ ŋ	sino
pʰ jʌ ŋ s o	sino
pʰ jʌ ŋ ɑ n	sino
pʰ jʌ ŋ ja	sino
pʰ jʌ ŋ o n	sino
pʰ jʌ ŋ wʌ n	sino
pʰ jʌ ŋ i l	sino
pʰ jʌ ŋ tɕ u n	sino
pʰ jʌ ŋ tɕ i	sino
pʰ jʌ ŋ h wa	sino
pʰ jɛ	sino
pʰ jɛ k i	sino
pʰ jɛ t ɑ n	sino
pʰ jɛ s wɛ	sino
pʰ jɛ s u	sino
pʰ jɛ ʌ p	sino
pʰ jɛ tɕ i	sino
pʰ jɛ h ɛ	sino
pʰ jɛ h ʌ	sino
pʰ o	sino
pʰ o k wa l	sino
pʰ o k jo	sino
pʰ o k u	sino
pʰ o t o	sino
pʰ o l ʌ m	loan
pʰ o l o	sino
pʰ o l ɯ n o	loan
pʰ o p u	sino
pʰ o s ʌ p	sino
pʰ o s u	sino
pʰ o s ɯ tʰ ʌ	loan
pʰ o s ɯ tʰ ɯ m o t ʌ n i tɕ ɯ m	loan
pʰ o o ŋ	sino
pʰ o jo ŋ	sino
pʰ o wi	sino
pʰ o ju	sino
pʰ o i n tʰ ɯ	loan
pʰ o tɕ ɑ ŋ	sino
pʰ o tɕ ɯ	loan
pʰ o tɕʰ ɑ k	sino
pʰ o tɕʰ ʌ l	sino
pʰ o kʰ ɯ	loan
pʰ o h ɑ m	sino
pʰ o h ɑ ŋ	sino
pʰ o k k jʌ k	sino
pʰ o k t o ŋ	sino
pʰ o k t ɯ ŋ	sino
pʰ o k l ɑ k	sino
pʰ o k l jʌ k	sino
pʰ o k l o	sino
pʰ o k p ɑ l	sino
pʰ o k u	sino
pʰ o k tʰ ɑ n	sino
pʰ o k pʰ ɑ	sino
pʰ o k pʰ o	sino
pʰ o k pʰ u ŋ	sino
pʰ o k h ɛ ŋ	sino
pʰ o l	loan
pʰ o m	loan
pʰ jo	sino
pʰ jo k jʌ l	sino
pʰ jo k i	sino
pʰ jo l ju	sino
pʰ jo m jʌ n	sino
pʰ jo m jʌ ŋ	sino
pʰ jo p ɑ ŋ	sino
pʰ jo p o n	sino
pʰ jo s ɑ ŋ	sino
pʰ jo s i	sino
pʰ jo ʌ	sino
pʰ jo tɕ ʌ k	sino
pʰ jo tɕ ʌ ŋ	sino
pʰ jo tɕ u n	sino
pʰ jo tɕ i	sino
pʰ jo tɕʰ u l	sino
pʰ jo h jʌ n	sino
pʰ u n jʌ m	native
pʰ u l i	native
pʰ u m	native
pʰ u m m o k	sino
pʰ u m wi	sino
pʰ u m tɕ o ŋ	sino
pʰ u m tɕ i l	sino
pʰ u ŋ k jʌ ŋ	sino
pʰ u ŋ k i	sino
pʰ u ŋ n jʌ n	sino
pʰ u ŋ l ju	sino
pʰ u ŋ m u l	sino
pʰ u ŋ p u	sino
pʰ u ŋ s ʌ n	sino
pʰ u ŋ s ʌ ŋ	sino
pʰ u ŋ s o k	sino
pʰ u ŋ s u	sino
pʰ u ŋ s ɯ p	sino
pʰ u ŋ jo	sino
pʰ u ŋ tɕ ɑ	sino
pʰ u ŋ tɕ o	sino
pʰ u ŋ tʰ o	sino
pʰ ɯ l o	loan
pʰ ɯ l o k ɯ l ɛ m i ŋ	loan
pʰ ɯ l o k ɯ l ɛ m	loan
pʰ ɯ l o t ju s ʌ	loan
pʰ ɯ l o s ɛ s ʌ	loan
pʰ ɯ l o s ɛ s ɯ	loan
pʰ ɯ l o tɕ ɛ k tʰ ɯ	loan
pʰ ɯ l o l l ɛ tʰ ɑ l i ɑ	loan
pʰ ɯ l l ɑ s ɯ tʰ i k	loan
pʰ ɯ l l ɛ kʰ ɑ t ɯ	loan
pʰ ɯ l l ɛ i	loan
pʰ ɯ l l ɛ i o pʰ ɯ	loan
pʰ ɯ l l o s	loan
pʰ i	native
pʰ i k o	sino
pʰ i k o n	sino
pʰ i n ɑ n	sino
pʰ i l ɑ m i t ɯ	loan
pʰ i l jʌ k	sino
pʰ i l o	sino
pʰ i l i	native
pʰ i p u	sino
pʰ i s ɑ l	sino
pʰ i s ɑ ŋ	sino
pʰ i s ʌ	sino
pʰ i s i n	sino
pʰ i ɑ n o	loan
pʰ i i m	sino
pʰ i tɕ ɑ	loan
pʰ i tɕ i l	sino
pʰ i tɕʰ ɑ	sino
pʰ i h ɑ	sino
pʰ i h ɛ	sino
pʰ i k s jʌ n	loan
pʰ i n tɕ ɑ n	native
pʰ i l k jʌ ŋ	sino
pʰ i l l ɯ m	loan
pʰ i l p ɛ	sino
pʰ i l s ɑ	sino
pʰ i l s u	sino
pʰ i l jʌ n	sino
pʰ i l jo	sino
pʰ i l tɕ ɛ	sino
pʰ i l tʰ ʌ	loan
pʰ i ŋ k jɛ	native
h i ɯ h	native
h ɑ k ɑ ŋ	sino
h ɑ k ɛ k	sino
h ɑ k ɯ p	sino
h ɑ n ɑ	native
h ɑ n ɯ l	native
h ɑ t o	sino
h ɑ t ɯ	loan
h ɑ t ɯ wɛ ʌ	loan
h ɑ l ɑ k	sino
h ɑ l u	native
h ɑ l ju	sino
h ɑ p u	sino
h ɑ s ʌ n	sino
h ɑ s o jʌ n	native
h ɑ s u k	sino
h ɑ s u n	sino
h ɑ o	sino
h ɑ wʌ n	sino
h ɑ wi	sino
h ɑ i n	sino
h ɑ tɕ ɑ	sino
h ɑ tɕʰ ʌ n	sino
h ɑ tɕʰ ʌ ŋ	sino
h ɑ tɕʰ ɯ ŋ	sino
h ɑ pʰ u m	native
h ɑ pʰ i l	sino
h ɑ h ja ŋ	sino
h ɑ k	sino
h ɑ k k jɛ	sino
h ɑ k k wa	sino
h ɑ k k jo	sino
h ɑ k k ɯ p	sino
h ɑ k k i	sino
h ɑ k n jʌ n	sino
h ɑ k t ɛ	sino
h ɑ k l jʌ k	sino
h ɑ k m u n	sino
h ɑ k p u	sino
h ɑ k p i	sino
h ɑ k s ɑ l	sino
h ɑ k s ɛ ŋ	sino
h ɑ k s ʌ l	sino
h ɑ k s u l	sino
h ɑ k s ɯ p	sino
h ɑ k ʌ p	sino
h ɑ k wʌ n	sino
h ɑ k wi	sino
h ɑ k tɕ ɑ	sino
h ɑ k tɕ ɑ ŋ	sino
h ɑ k tɕ ʌ m	sino
h ɑ k tɕʰ ɑ ŋ	sino
h ɑ k pʰ ɑ	sino
h ɑ k h wɛ	sino
h ɑ n	sino
h ɑ n k jɛ	sino
h ɑ n k u k	sino
h ɑ n k ɯ l	native
h ɑ n k i	sino
h ɑ n t o	sino
h ɑ n m ɑ l	sino
h ɑ n m u n	sino
h ɑ n m i	sino
h ɑ n p ɑ l	sino
h ɑ n p o	sino
h ɑ n p o k	sino
h ɑ n s ɑ n	sino
h ɑ n s ʌ ŋ	sino
h ɑ n s i m	sino
h ɑ n ja ŋ	sino
h ɑ n u	sino
h ɑ n ɯ n	sino
h ɑ n i n	sino
h ɑ n i l	sino
h ɑ n tɕ ɑ	sino
h ɑ n tɕ ʌ k	sino
h ɑ n tɕ ʌ n	sino
h ɑ n tɕ ʌ ŋ	sino
h ɑ n tʰ ɑ n	sino
h ɑ n h wa	sino
h ɑ l t ɑ ŋ	sino
h ɑ l m ʌ n i	native
h ɑ l m ʌ m	native
h ɑ l m i	native
h ɑ l p u	sino
h ɑ l ɑ p ʌ tɕ i	native
h ɑ l ɛ	sino
h ɑ l ɛ p i	native
h ɑ l i n	sino
h ɑ m	sino
h ɑ m t ɛ	sino
h ɑ m l ja ŋ	sino
h ɑ m s ʌ ŋ	sino
h ɑ m s u	sino
h ɑ m ju	sino
h ɑ m tɕ ʌ ŋ	sino
h ɑ m tɕʰ u k	sino
h ɑ p	sino
h ɑ p k jʌ k	sino
h ɑ p k jɛ	sino
h ɑ p t o ŋ	sino
h ɑ p l ju	sino
h ɑ p l i	sino
h ɑ p p ʌ p	sino
h ɑ p p jʌ ŋ	sino
h ɑ p s ʌ ŋ	sino
h ɑ p s ɛ	sino
h ɑ p ɰi	sino
h ɑ p i l	sino
h ɑ p tɕ ɑ k	sino
h ɑ p tɕʰ ɑ m	sino
h ɑ p tɕʰ ɑ ŋ	sino
h ɑ p tɕʰ i	sino
h ɑ p h ɑ	sino
h ɑ ŋ k ʌ	sino
h ɑ ŋ k o ŋ	sino
h ɑ ŋ k u	sino
h ɑ ŋ l o	sino
h ɑ ŋ m ɑ n	sino
h ɑ ŋ m o k	sino
h ɑ ŋ m u n	sino
h ɑ ŋ p jʌ n	sino
h ɑ ŋ p o k	sino
h ɑ ŋ ɑ l i	mix
h ɑ ŋ ɰi	sino
h ɑ ŋ i l	sino
h ɑ ŋ tɕ ɛ ŋ	sino
h ɑ ŋ h ɛ	sino
h ɛ k o	sino
h ɛ k o l	sino
h ɛ k u n	sino
h ɛ n ɛ	sino
h ɛ t ɑ p	sino
h ɛ t ɑ ŋ	sino
h ɛ t o k	sino
h ɛ m jʌ ŋ	sino
h ɛ p ɑ ŋ	sino
h ɛ p jʌ n	sino
h ɛ p o	sino
h ɛ s ɑ n	sino
h ɛ s ɑ ŋ	sino
h ɛ s ʌ k	sino
h ɛ s ʌ l	sino
h ɛ s o	sino
h ɛ ɑ n	sino
h ɛ ja ŋ	sino
h ɛ jʌ k	sino
h ɛ wɛ	sino
h ɛ i	sino
h ɛ i m	sino
h ɛ tɕ ʌ	sino
h ɛ tɕ ʌ k	sino
h ɛ tɕ ɛ	sino
h ɛ tɕ i k	sino
h ɛ tɕʰ ɛ	sino
h ɛ pʰ ɯ n i ŋ	loan
h ɛ h ɑ k	sino
h ɛ k	sino
h ɛ k s i m	sino
h ɛ n t ɯ p ɛ k	loan
h ɛ n t ɯ l	loan
h ɛ m l i s	loan
h ɛ m p ʌ k ʌ	loan
h ɛ ŋ	sino
h ɛ ŋ k ɑ k	sino
h ɛ ŋ t o ŋ	sino
h ɛ ŋ l ɑ ŋ	sino
h ɛ ŋ l jʌ l	sino
h ɛ ŋ p ɑ ŋ	sino
h ɛ ŋ p o	sino
h ɛ ŋ p o k	sino
h ɛ ŋ s ɑ	sino
h ɛ ŋ s ʌ ŋ	sino
h ɛ ŋ s ɛ	sino
h ɛ ŋ s u	sino
h ɛ ŋ u n	sino
h ɛ ŋ wi	sino
h ɛ ŋ i n	sino
h ɛ ŋ tɕ ɑ ŋ	sino
h ɛ ŋ tɕ ʌ k	sino
h ɛ ŋ tɕ ʌ ŋ	sino
h ɛ ŋ tɕ i n	sino
h ɛ ŋ tʰ ɛ	sino
h ɛ ŋ pʰ ɛ	sino
h ɛ ŋ h ɑ	sino
h ja ŋ	sino
h ja ŋ k ɑ	sino
h ja ŋ k jo	sino
h ja ŋ k i	sino
h ja ŋ l ɑ k	sino
h ja ŋ s ɑ ŋ	sino
h ja ŋ s u	sino
h ja ŋ ju	sino
h ja ŋ tʰ o	sino
h ja ŋ h ɑ	sino
h ja ŋ h u	sino
h ʌ	sino
h ʌ k ɑ	sino
h ʌ k o ŋ	sino
h ʌ k u	sino
h ʌ k i	sino
h ʌ l ɑ k	sino
h ʌ l i	native
h ʌ m u	sino
h ʌ m u l	native
h ʌ p ʌ k tɕ i	native
h ʌ p i	sino
h ʌ s ɑ ŋ	sino
h ʌ ja k	sino
h ʌ jo ŋ	sino
h ʌ wi	sino
h ʌ tɕ ʌ n	sino
h ʌ tɕ ʌ m	sino
